SITE,YEAR,TRANSECT,INTERCEPT,DBcm,SPP,INTcm,LENGTHcm,WIDTHcm,HEIGHTcm,STEMS,FLOWERS,KBBeggs,KBBlarva,NOTES,Area,
CZ1A,2001,,7-Jun,23.5,LUPE,50,48,45,34/38,10,4,,,,6786,
CZ1A,2001,,8-Jun,34,LUPE,40,52,29,54/62,7,2,,,,4737,
CZ1A,2001,6,9-Jun,25.3,LUPE,19,29,27,32/34,3,1,,,,2460,
CZ1A,2001,,10-Jun,26,LUPE,17,22,14,35/36,1,1,,,,968,
CZ1A,2001,,11-Jun,27,LUPE,24,30,21,26/28,5,0,,,,1979,
CZ1A,2001,,12-Jun,28.8,LUPE,50,73,53,45/45,23,6,,,,12154,
CZ1A,2001,,13-Jun,29.6,LUPE,40,52,40,45/48,7,4,,,,6534,
CZ1A,2001,,14-Jun,30.6,LUPE,19,32,21,32/32,3,2,,,,2111,
CZ1A,2001,,15-Jun,30.8,LUPE,15,22,20,18/22,2,1,,,,1382,
CZ1A,2001,,16-Jun,32.2,LUPE,35,49,45,35/35,9,4,,,,6927,
CZ1A,2001,,17-Jun,32.8,LUPE,15,16,13,17/20,1,1,,,,653,
CZ1A,2001,,18-Jun,34.1,LUPE,10,12,12,16/16,1,0,,,,452,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,19-Jun,44.75,APAN,10,13,7,24/29,,,,,,286,
CZ1A,2001,7,1-Jul,2.3,LUPE,15,22,16,14/15,1,0,,,,1106,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,CUPR,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,2-Jul,2.8,LUPE,11,9,15,13-Sep,2,0,,,,424,
CZ1A,2001,,3-Jul,5.9,LUPE,23,32,17,30/36,3,1,,,,1709,
CZ1A,2001,,4-Jul,6.15,LUPE,12,17,10,24/28,1,1,,,,534,
CZ1A,2001,,5-Jul,6.3,LUPE,19,17,13,15/20,1,0,,,,694,
CZ1A,2001,,6-Jul,6.8,LUPE,20,21,14,21/23,2,0,,,,924,
CZ1A,2001,,7-Jul,9.3,LUPE,20,37,25,23/24,11,0,,,,2906,
CZ1A,2001,,8-Jul,9.8,LUPE,7,13,8,10-Sep,1,0,,,,327,
CZ1A,2001,,9-Jul,19.35,LUPE,25,42,26,33/42,3,2,,,,3431,
CZ1A,2001,,10-Jul,20.5,LUPE,30,35,23,20/22,6,0,,,,2529,
CZ1A,2001,,11-Jul,20.9,LUPE,29,38,21,23/25,3,1,,,,2507,
CZ1A,2001,,12-Jul,24.2,LUPE,11,17,13,29/31,1,1,,,,694,
CZ1A,2001,,13-Jul,25.35,LUPE,6,9,6,14/16,1,0,,,,170,
CZ1A,2001,,14-Jul,26.35,LUPE,22,20,18,21/24,2,1,,,,1131,
CZ1A,2001,,15-Jul,29.3,LUPE,22,41,20,50/61,2,1,,,,2576,
CZ1A,2001,,16-Jul,29.9,LUPE,10,12,12,28/30,1,1,,,,452,
CZ1A,2001,,17-Jul,32.4,LUPE,24,26,21,27/29,3,1,,,,1715,
CZ1A,2001,,18-Jul,40.3,APAN,19,7,6,22/28,,,,,,132,
CZ1A,2001,8,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,CUPE,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,MESP,X,,,,,,,,,0,
CZ1A,2001,,1-Aug,2.4,LUPE,25,30,24,28/35,3,3,,,,2262,
CZ1A,2001,,2-Aug,5,LUPE,40,42,37,32/32,4,0,,,,4882,
CZ1A,2001,,3-Aug,6.2,LUPE,35,39,29,30/49,3,3,,,,3553,
CZ1A,2001,,4-Aug,22.6,LUPE,42,45,41,29/30,5,2,,,,5796,
CZ1A,2001,,5-Aug,23.5,LUPE,20,21,13,25/28,1,1,,,,858,
CZ1A,2001,,6-Aug,24.2,LUPE,30,25,20,23/26,3,0,,,,1571,
CZ1A,2001,,7-Aug,26.3,LUPE,11,13,9,18/24,1,1,,,,368,
CZ1A,2001,,8-Aug,29.3,LUPE,79,97,91,24/30,24,12,,,,27730,
CZ1A,2001,,9-Aug,31.2,LUPE,20,71,34,28/32,8,6,,,,7584,
CZ1A,2001,9,1-Sep,4,LUPE,15,26,20,27-Oct,2,1,,,,1634,
CZ1A,2001,,2-Sep,4.4,LUPE,10,32,24,19/24,7,2,,,,2413,
CZ1A,2001,,3-Sep,4.65,LUPE,20,10,9,15-Nov,1,0,,,,283,
CZ1A,2001,,4-Sep,4.95,LUPE,10,13,15,,1,1,,,,613,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,5-Sep,8,LUPE,12,27,14,47/52,1,1,,,,1187,
CZ1A,2001,,6-Sep,8.1,SPAL,35,51,37,53/53,,,,,,5928,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,7-Sep,22.4,LUPE,15,20,16,16/20,2,1,,,,1005,
CZ1A,2001,,8-Sep,24.2,LUPE,8,15,8,18/21,1,0,,,,377,
CZ1A,2001,,9-Sep,24.3,LUPE,17,36,14,30/39,5,3,,,,1583,
CZ1A,2001,,10-Sep,26.35,LUPE,11,10,10,16-Nov,1,0,,,,314,
CZ1A,2001,,11-Sep,26.9,LUPE,20,20,20,18/20,1,0,,,,1257,
CZ1A,2001,,12-Sep,27.2,LUPE,20,23,11,19/23,2,1,,,,795,
CZ1A,2001,,13-Sep,29.1,LUPE,20,18,13,22/26,1,0,,,,735,
CZ1A,2001,,14-Sep,29.6,LUPE,19,32,20,18/26,3,2,,,,2011,
CZ1A,2001,,15-Sep,31.9,LUPE,11,14,8,15/17,2,0,,,,352,
CZ1A,2001,,16-Sep,42.1,LUPE,10,15,1,21/27,,,,,,47,
CZ1A,2001,10,1-Oct,1,LUPE,10,19,16,11-Oct,2,0,,,,955,
CZ1A,2001,,2-Oct,1.2,LUPE,45,80,41,35/36,20,12,,,,10304,
CZ1A,2001,,3-Oct,3.2,LUPE,25,30,13,12-Aug,2,0,,,,1225,
CZ1A,2001,,4-Oct,3.95,LUPE,13,17,11,16/17,2,0,,,,587,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,FRVI,X,,,,,,,,,0,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,5-Oct,9.6,SPAL,4,6,6,48/48,,,,,,113,
CZ1A,2001,,6-Oct,10.05,SPAL,10,11,8,32/37,,,,,,276,
CZ1A,2001,,7-Oct,25.2,LUPE,15,22,15,16/22,4,0,,,,1037,
CZ1A,2001,,8-Oct,25.5,LUPE,11,32,15,26/27,3,0,,,,1508,
CZ1A,2001,,9-Oct,26.4,LUPE,15,23,12,19/26,3,1,,,,867,
CZ1A,2001,,,,MESP,X,,,,,,,,,0,
CZ1A,2001,11,1-Nov,1.5,LUPE,40,49,40,25/28,7,3,,,,6157,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,11,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,2-Nov,2.45,LUPE,10,19,14,11-Oct,1,0,,,,836,
CZ1A,2001,,3-Nov,3.3,LUPE,7,21,11,10-Sep,2,0,,,,726,
CZ1A,2001,,4-Nov,4.4,LUPE,30,36,26,16/20,4,0,,,,2940,
CZ1A,2001,,5-Nov,5.5,LUPE,6,11,9,12-Sep,2,0,,,,311,
CZ1A,2001,,6-Nov,6.6,LUPE,30,29,55,27/32,6,2,,,,5011,
CZ1A,2001,12,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,1-Dec,1.2,LUPE,30,36,31,19/29,3,1,,,,3506,
CZ1A,2001,,2-Dec,2.3,LUPE,6,8,8,14/16,1,0,,,,201,
CZ1A,2001,,3-Dec,3.2,LUPE,11,4,9,16/15,1,0,,,,113,
CZ1A,2001,,4-Dec,3.9,LUPE,30,58,63,23/34,15,9,,,,11479,
CZ1A,2001,,5-Dec,5.45,LUPE,10,14,9,14/15,1,0,,,,396,
CZ1A,2001,,6-Dec,8.2,LUPE,15,21,17,21/28,2,1,,,,1122,
CZ1A,2001,,7-Dec,8.4,LUPE,15,17,7,17/17,1,0,,,,374,
CZ1A,2001,13,13-1,0.7,LUPE,20,39,29,14/26,4,3,,,,3553,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,,,MESP,X,,,,,,,,,0,
CZ1A,2001,,13-2,1.15,LUPE,10,10,12,15-Dec,2,1,,,,377,
CZ1A,2001,,13-3,2.25,LUPE,11,12,9,19-Jul,2,2,,,,339,
CZ1A,2001,14,14-1,1.5,LUPE,14,28,15,18/18,4,2,,,,1319,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,14-2,2.1,LUPE,20,42,17,19/26,5,7,,,,2243,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,14-3,60.9,LUPE,25,60,30,15/39,4,2,,,,5655,
CZ1A,2001,15,15-1,5.85,LUPE,12,17,13,20-Aug,2,0,,,,694,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,16,,,VASP,X,,,,,,,,,0,
CZ1A,2001,16,,,COUM,X,,,,,,,,,0,
CZ1A,2001,16,,,POSI,X,,,,,,,,,0,
CZ1A,2001,16,16-1,55.8,LUPE,20,40,35,23/29,6,0,,,,4398,
CZ1A,2001,17,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,17-1,54.2,LUPE,30,49,36,23/26,8,1,,,,5542,
CZ1A,2001,,17-2,54.8,LUPE,20,34,15,26/35,5,2,,,,1602,
CZ1A,2001,,17-3,55,LUPE,15,19,15,24/28,3,3,,,,895,
CZ1A,2001,,17-4,56.6,LUPE,46,58,48,36/37,2,0,,,,8746,
CZ1A,2001,,17-5,60.6,LUPE,10,13,12,20-Nov,2,0,,,,490,
CZ1A,2001,18,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,18-1,2.3,LUPE,4,8,6,11-Sep,1,0,,,,151,
CZ1A,2001,,18-2,2.5,LUPE,17,28,13,16/17,4,0,,,,1144,
CZ1A,2001,,18-3,2.95,LUPE,11,21,6,20-Oct,2,0,,,,396,
CZ1A,2001,,18-4,3.1,LUPE,10,20,13,21-Nov,2,0,,,,817,
CZ1A,2001,,18-5,5.1,LUPE,15,35,17,23/31,2,1,,,,1869,
CZ1A,2001,,18-6,5.3,LUPE,11,20,10,25/32,1,1,,,,628,
CZ1A,2001,19,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,19-1,1,LUPE,10,12,10,12-Aug,2,0,,,,377,
CZ1A,2001,,19-2,1.2,LUPE,7,12,11,16-Jul,1,0,,,,415,
CZ1A,2001,,19-3,1.45,LUPE,6,11,12,13-Apr,1,0,,,,415,
CZ1A,2001,,19-4,1.85,LUPE,10,11,12,12-Oct,1,0,,,,415,
CZ1A,2001,,19-5,2.2,LUPE,6,12,12,15-Nov,1,0,,,,452,
CZ1A,2001,,19-6,2.7,LUPE,10,15,17,18/19,5,2,,,,801,
CZ1A,2001,,19-7,3.1,LUPE,12,12,12,14/24,4,0,,,,452,
CZ1A,2001,,19-8,6.6,LUPE,11,14,8,22/26,1,1,,,,352,
CZ1A,2001,,19-9,36.75,APAN,15,26,20,36/47,,,,,,1634,
CZ1A,2001,,19-10,52.7,LUPE,12,25,12,20/24,2,0,,,,942,
CZ1A,2001,20,20-1,2.6,LUPE,14,7,7,8-Aug,1,0,,,,154,
CZ1A,2001,,20-2,3.2,LUPE,32,48,32,22/29,21,7,,,,4825,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,20-3,4.2,LUPE,15,25,16,16-Oct,2,0,,,,1257,
CZ1A,2001,,20-4,4.45,LUPE,17,19,23,28/37,1,1,,,,1373,
CZ1A,2001,,20-5,5.1,LUPE,50,69,41,30/34,15,9,,,,8887,
CZ1A,2001,,,,MESP,X,,,,,,,,,0,
CZ1A,2001,,20-6,52.1,LUPE,35,48,39,33/37,16,5,,,,5881,
CZ1A,2001,,20-7,53.2,LUPE,11,31,13,29/32,4,1,,,,1266,
CZ1A,2001,,20-8,53.6,LUPE,12,28,20,19/20,5,3,,,,1759,
CZ1A,2001,,20-9,57.1,LUPE,14,19,16,22-Dec,2,1,,,,955,
CZ1A,2001,21,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,MESP,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,21-1,46,LUPE,5,12,6,17-Nov,1,0,,,,226,
CZ1A,2001,,21-2,52.9,LUPE,24,54,24,23/26,7,1,,,,4071,
CZ1A,2001,22,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,23,23-1,0.2,LUPE,10,25,15,17/19,4,2,,,,1178,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,23-2,50.7,LUPE,42,46,45,16/20,12,4,,,,6503,
CZ1A,2001,,23-3,52.2,LUPE,40,46,22,33/36,3,2,,,,3179,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,POSP,X,,,,,,,,,0,
CZ1A,2001,24,24-1,60.5,APAN,10,12,8,25/26,,,,,,302,
CZ1A,2001,,24-2,66.1,APAN,10,23,11,37/44,,,,,,795,
CZ1A,2001,,,,FRVI,X,,,,,,,,,0,
CZ1A,2001,25,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,FRVI,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,25-1,48,LUPE,20,34,25,37/37,3,1,,,,2670,
CZ1A,2001,,25-2,53.35,LUPE,20,34,15,26/28,3,1,,,,1602,
CZ1A,2001,,25-3,58.65,LUPE,15,16,14,14/15,2,0,,,,704,
CZ1A,2001,26,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,26-1,46.9,LUPE,16,23,14,15/15,3,0,,,,1012,
CZ1A,2001,,,,FRVI,X,,,,,,,,,0,
CZ1A,2001,,26-2,63.3,LUPE,10,16,14,14/17,1,0,,,,704,
CZ1A,2001,,26-3,63.9,LUPE,20,20,16,16-Dec,2,0,,,,1005,
CZ1A,2001,27,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,27,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,27-1,35.2,APAN,20,34,32,49/70,,,,,,3418,
CZ1A,2001,,27-2,53.2,LUPE,35,36,27,23/27,6,1,,,,3054,
CZ1A,2001,,27-3,53.45,LUPE,20,41,14,17/21,3,0,,,,1803,
CZ1A,2001,,27-4,53.75,LUPE,10,23,23,21/21,2,0,,,,1662,
CZ1A,2001,,27-5,62.5,LUPE,15,22,17,18/20,2,0,,,,1175,
CZ1A,2001,,27-6,67.8,LUPE,10,19,12,24/28,1,1,,,,716,
CZ1A,2001,,27-7,63.05,LUPE,15,22,17,26/32,2,1,,,,1175,
CZ1A,2001,,27-8,64.8,LUPE,35,52,48,22/22,8,1,,,,7841,
CZ1A,2001,,27-9,65,LUPE,20,29,18,37/39,3,1,,,,1640,
CZ1A,2001,,27-10,65.5,LUPE,20,32,18,25/34,2,1,,,,1810,
CZ1A,2001,28,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,28-1,34.3,APAN,12,30,23,40/42,,,,,,2168,
CZ1A,2001,,28-2,35.45,APAN,10,11,8,31/34,,,,,,276,
CZ1A,2001,,28-3,37.15,APAN,10,11,9,25/30,,,,,,311,
CZ1A,2001,,28-4,37.55,APAN,20,25,14,37/37,,,,,,1100,
CZ1A,2001,,28-5,56.95,APAN,10,18,9,23/28,,,,,,509,
CZ1A,2001,,28-6,67,APAN,27,29,17,37/43,,,,,,1549,
CZ1A,2001,29,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,MESP,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,29-1,62.3,APAN,10,20,9,30/38,,,,,,565,
CZ1A,2001,,29-2,65.7,LUPE,10,18,14,18/18,2,0,,,,792,
CZ1A,2001,,29-3,65.8,APAN,10,14,12,26/34,,,,,,528,
CZ1A,2001,30,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,30-1,52.95,LUPE,15,40,19,23/27,3,1,,,,2388,
CZ1A,2001,,30-2,59.2,LUPE,25,38,27,19/19,5,0,,,,3223,
CZ1A,2001,,30-3,60.3,LUPE,10,14,9,17/7,1,1,,,,396,
CZ1A,2001,,30-4,60.6,LUPE,11,14,11,15/15,1,0,,,,484,
CZ1A,2001,31,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,,,OSI,X,,,,,,,,,0,
CZ1A,2001,31,31-1,69.9,APAN,12,13,9,20/27,,,,,,368,
CZ1A,2001,32,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,33,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,33-1,52.95,APAN,10,18,12,22/31,,,,,,679,
CZ1A,2001,,,,TRVI,X,,,,,,,,,0,
CZ1A,2001,,33-2,81.1,CEAM,90,99,61,47/47,,,,,,18972,
CZ1A,2001,,33-3,87.4,APAN,15,29,17,40/57,,,,,,1549,
CZ1A,2001,34,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,35,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,36,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,37,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,37-1,59.35,APAN,10,10,9,17/23,,,,,,283,
CZ1A,2001,,37-2,59.8,APAN,15,19,15,28/30,,,,,,895,
CZ1A,2001,38,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,FRVI,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,38-1,65.55,APAN,10,10,9,15/18,,,,,,283,
CZ1A,2001,39,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,FRVI,X,,,,,,,,,0,
CZ1A,2001,39,39-1,61.9,APAN,12,15,14,25/31,,,,,,660,
CZ1A,2001,,39-2,66.55,APAN,40,46,41,69/78,,,,,,5925,
CZ1A,2001,,39-3,67.4,APAN,40,45,27,52/63,,,,,,3817,
CZ1A,2001,40,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,40-1,40.15,CEAM,120,135,133,52/53,,,,,,56406,
CZ1A,2001,41,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,41-1,40.3,CEAM,105,127,74,48/58,,,,,,29524,
CZ1A,2001,42,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,43,,,MESP,X,,,,,,,,,0,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,44,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,MESP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,45,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,45-1,61.65,APAN,25,25,23,48/54,,,,,,1806,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,46,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,47,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,47-1,25.6,SPAL,230,344,262,184/190,,,,,,283137,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,47-2,47.35,CEAM,35,58,34,37/41,,,,,,6195,
CZ1A,2001,,47-3,51.6,CEAM,46,65,33,34/40,,,,,,6739,
CZ1A,2001,48,48-1,24.1,SPAL,490,490,162,105/108,,,,,,249372,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,48,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,48-2,46.3,CEAM,40,71,35,46/57,,,,,,7807,
CZ1A,2001,,48-3,68.1,APAN,20,24,16,31/32,,,,,,1206,
CZ1A,2001,49,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,49-1,44.65,CEAM,163,264,87,55/59,,,,,,72154,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,50,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,POSI,X,,,,,,,,,0,
CZ1A,2001,,50-1,44.15,CEAM,54,80,47,47/48,,,,,,11812,
CZ1A,2001,,50-2,45.7,CEAM,65,77,50,40/45,,,,,,12095,
CZ1A,2001,,50-3,50.2,CEAM,53,70,56,45/57,,,,,,12315,
CZ1A,2001,,50-4,52.3,CEAM,80,94,67,47/54,,,,,,19785,
CZ1A,2001,51,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,MESP,X,,,,,,,,,0,
CZ1A,2001,,51-1,38.5,CEAM,51,63,42,40/41,,,,,,8312,
CZ1A,2001,,51-2,39.8,CEAM,48,51,29,30/33,,,,,,4646,
CZ1A,2001,,51-3,43.4,CEAM,42,50,30,50/53,,,,,,4712,
CZ1A,2001,,51-4,52.1,CEAM,61,63,37,36/53,,,,,,7323,
CZ1A,2001,52,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,52-1,56.05,APAN,20,20,18,26/30,,,,,,1131,
CZ1A,2001,53,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,53-1,20.5,LUPE,30,43,30,25/27,4,0,,,,4053,
CZ1A,2001,,53-2,60.75,APAN,20,29,21,45/56,,,,,,1913,
CZ1A,2001,54,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,54-1,40.35,APAN,23,25,13,39/41,,,,,,1021,
CZ1A,2001,,,50.25,APAN,33,38,31,47/54,,,,,,3701,
CZ1A,2001,55,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,55-1,43.29,APAN,24,30,25,44/52,,,,,,2356,
CZ1A,2001,,55-2,43.55,APAN,23,26,9,40/42,,,,,,735,
CZ1A,2001,,55-3,44.15,APAN,9,9,9,16/22,,,,,,254,
CZ1A,2001,,55-4,65.05,APAN,12,18,13,24/31,,,,,,735,
CZ1A,2001,56,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,56,56-1,44.7,APAN,12,20,10,34/43,,,,,,628,
CZ1A,2001,,56-2,45.1,APAN,25,27,26,44/53,,,,,,2205,
CZ1A,2001,,56-3,50.2,SPAL,112,112,89,72/72,,,,,,31314,
CZ1A,2001,,56-4,57.1,APAN,31,31,28,61/67,,,,,,2727,
CZ1A,2001,57,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,57-1,64.05,APAN,30,32,25,64/67,,,,,,2513,
CZ1A,2001,58,,,VASP,X,,,,,,,,,0,
CZ1A,2001,,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,RUFL,X,,,,,,,,,0,
CZ1A,2001,59,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
CZ1A,2001,60,,,COUM,X,,,,,,,,,0,
CZ1A,2001,,,,VASP,X,,,,,,,,,0,
